text,sentiment,sentiment_num,Date,Price,Price_MA,Sentiment_MA,price_smooth,sentiment_smooth
Gold market shows little change amid inflation,neutral,0,2021-03-03,1596.2782885199708,1597.888549820884,0.1,1597.888549820884,0.1
Gold prices remain stable despite interest rate changes,neutral,0,2021-03-04,1592.0897342543474,1597.043265053262,0.1,1597.043265053262,0.1
No major movement in gold prices because of investor sentiment,neutral,0,2021-03-05,1587.744543297184,1595.8820361375986,0.1,1595.8820361375986,0.1
Investors are worried about gold due to economic uncertainty,negative,-1,2021-03-06,1584.9843224539677,1594.425746325032,-0.1,1594.425746325032,-0.1
Gold prices are rising due to stock market fluctuations,positive,1,2021-03-07,1591.238402911486,1592.8658090622544,0.0,1592.8658090622544,0.0
Gold prices remain stable despite interest rate changes,neutral,0,2021-03-08,1589.7138984132312,1591.8372002596047,0.0,1591.8372002596047,0.0
Gold demand is decreasing amid interest rate changes,negative,-1,2021-03-09,1587.638534640561,1591.5035716322031,0.0,1591.5035716322031,0.0
Gold prices are rising due to geopolitical risks,positive,1,2021-03-10,1587.0106611609508,1590.4761729488894,0.1,1590.4761729488894,0.1
Gold demand is decreasing amid central bank policies,negative,-1,2021-03-11,1589.177674546123,1589.8882672889067,0.0,1589.8882672889067,0.0
Gold demand is decreasing amid central bank policies,negative,-1,2021-03-12,1590.7234138521378,1589.6599474049958,-0.2,1589.6599474049958,-0.2
Gold demand is increasing amid strong dollar,positive,1,2021-03-13,1586.595873318808,1588.69170588488,-0.1,1588.69170588488,-0.1
Gold market weakens as inflation declines,negative,-1,2021-03-14,1590.9508594645467,1588.5778184058995,-0.2,1588.5778184058995,-0.2
Gold prices are falling because of economic uncertainty,negative,-1,2021-03-15,1586.5625240255424,1588.4596164787354,-0.3,1588.4596164787354,-0.3
Gold prices remain stable despite global tensions,neutral,0,2021-03-16,1589.5676418910114,1588.9179484224398,-0.2,1588.9179484224398,-0.2
Selling pressure reduces gold value because of economic uncertainty,negative,-1,2021-03-17,1591.7651116621096,1588.9706192975025,-0.4,1588.9706192975025,-0.4
Gold demand is increasing amid stock market fluctuations,positive,1,2021-03-18,1587.2347020065813,1588.7226996568374,-0.3,1588.7226996568374,-0.3
Gold prices remain stable despite strong dollar,neutral,0,2021-03-19,1581.4677756747965,1588.1056237602606,-0.2,1588.1056237602606,-0.2
Gold remains unchanged in light of geopolitical risks,neutral,0,2021-03-20,1582.5168945866913,1587.6562471028349,-0.3,1587.6562471028349,-0.3
Gold market weakens as interest rate changes declines,negative,-1,2021-03-21,1587.829106634165,1587.5213903116392,-0.3,1587.5213903116392,-0.3
Investors are optimistic about gold because of global tensions,positive,1,2021-03-22,1585.592208522669,1587.0082697786922,-0.1,1587.0082697786922,-0.1
Gold market weakens as weak currency declines,negative,-1,2021-03-23,1583.6351977141,1586.7122022182214,-0.3,1586.7122022182214,-0.3
Gold prices are falling because of economic uncertainty,negative,-1,2021-03-24,1583.701766201374,1585.987292891904,-0.3,1585.987292891904,-0.3
Gold prices remain stable despite stock market fluctuations,neutral,0,2021-03-25,1581.5788210879748,1585.4889225981474,-0.2,1585.4889225981474,-0.2
Investors are worried about gold due to global tensions,negative,-1,2021-03-26,1580.3304029998376,1584.56519870903,-0.3,1584.56519870903,-0.3
Gold remains unchanged in light of inflation,neutral,0,2021-03-27,1582.1243925976105,1583.60112680258,-0.2,1583.60112680258,-0.2
Gold is gaining value as stock market fluctuations improves,positive,1,2021-03-28,1586.721336199778,1583.5497902218997,-0.2,1583.5497902218997,-0.2
Gold is gaining value as inflation improves,positive,1,2021-03-29,1587.8220955285292,1584.185222207273,-0.1,1584.185222207273,-0.1
Investors are optimistic about gold because of economic uncertainty,positive,1,2021-03-30,1584.9312934453496,1584.426662093139,0.0,1584.426662093139,0.0
Gold is trading sideways due to market volatility,neutral,0,2021-03-31,1581.8060787739269,1583.824359307115,0.1,1583.824359307115,0.1
No major movement in gold prices because of investor sentiment,neutral,0,2021-04-01,1578.9427530097944,1583.1594137558277,0.0,1583.1594137558277,0.0
Gold prices are falling because of central bank policies,negative,-1,2021-04-02,1574.9416765039011,1582.2900616348074,0.0,1582.2900616348074,0.0
Investors are optimistic about gold because of geopolitical risks,positive,1,2021-04-03,1575.6250641345473,1581.4823914281249,0.2,1581.4823914281249,0.2
Gold is gaining value as weak currency improves,positive,1,2021-04-04,1576.2058094036825,1580.945090259696,0.3,1580.945090259696,0.3
Selling pressure reduces gold value because of inflation,negative,-1,2021-04-05,1574.983944989072,1580.4104444586192,0.3,1580.4104444586192,0.3
No major movement in gold prices because of economic uncertainty,neutral,0,2021-04-06,1579.746779618223,1580.1726831606804,0.3,1580.1726831606804,0.3
Gold market weakens as central bank policies declines,negative,-1,2021-04-07,1580.813106682613,1579.581860208964,0.1,1579.581860208964,0.1
Investors are worried about gold due to interest rate changes,negative,-1,2021-04-08,1581.2739991848628,1578.9270505745972,-0.1,1578.9270505745972,-0.1
Gold market shows little change amid investor sentiment,neutral,0,2021-04-09,1578.6501127706676,1578.298932507129,-0.2,1578.298932507129,-0.2
Gold is trading sideways due to geopolitical risks,neutral,0,2021-04-10,1578.0940563546033,1577.9277302651967,-0.2,1577.9277302651967,-0.2
Gold market weakens as economic uncertainty declines,negative,-1,2021-04-11,1582.1218346420585,1578.245638428423,-0.3,1578.245638428423,-0.3
Gold market shows little change amid stock market fluctuations,neutral,0,2021-04-12,1581.6909863730086,1578.9205694153338,-0.2,1578.9205694153338,-0.2
Gold is gaining value as market volatility improves,positive,1,2021-04-13,1582.8098208727083,1579.63904508915,-0.2,1579.63904508915,-0.2
Gold prices are rising due to strong dollar,positive,1,2021-04-14,1581.6950186892775,1580.1879660177094,-0.2,1580.1879660177094,-0.2
Strong buying interest pushes gold higher due to weak currency,positive,1,2021-04-15,1591.7739745425072,1581.866968973053,0.0,1581.866968973053,0.0
Investors are worried about gold due to weak currency,negative,-1,2021-04-16,1587.1479155235224,1582.607082563583,-0.1,1582.607082563583,-0.1
Selling pressure reduces gold value because of strong dollar,negative,-1,2021-04-17,1588.2071954712303,1583.3464914424446,-0.1,1583.3464914424446,-0.1
Gold prices are rising due to market volatility,positive,1,2021-04-18,1599.990782546249,1585.2181697785834,0.1,1585.2181697785834,0.1
Strong buying interest pushes gold higher due to global tensions,positive,1,2021-04-19,1599.402636699666,1587.2934221714831,0.2,1587.2934221714831,0.2
Investors are optimistic about gold because of inflation,positive,1,2021-04-20,1605.285338816837,1590.0125504177065,0.3,1590.0125504177065,0.3
Gold remains unchanged in light of stock market fluctuations,neutral,0,2021-04-21,1613.4776384854167,1593.1481308020425,0.4,1593.1481308020425,0.4
Gold market weakens as interest rate changes declines,negative,-1,2021-04-22,1609.245203418155,1595.903552506557,0.3,1595.903552506557,0.3
No major movement in gold prices because of inflation,neutral,0,2021-04-23,1612.7130577408595,1598.893876193372,0.2,1598.893876193372,0.2
Gold prices are rising due to market volatility,positive,1,2021-04-24,1618.2161098469303,1602.5459853091374,0.2,1602.5459853091374,0.2
Investors are optimistic about gold because of weak currency,positive,1,2021-04-25,1616.433803157685,1605.011968170655,0.2,1605.011968170655,0.2
Gold prices remain stable despite stock market fluctuations,neutral,0,2021-04-26,1620.1150910394306,1608.308685722246,0.3,1608.308685722246,0.3
Gold prices are falling because of economic uncertainty,negative,-1,2021-04-27,1606.5929304025738,1610.1472592153802,0.3,1610.1472592153802,0.3
Selling pressure reduces gold value because of global tensions,negative,-1,2021-04-28,1611.733047816413,1611.3214857423968,0.1,1611.3214857423968,0.1
Gold demand is decreasing amid global tensions,negative,-1,2021-04-29,1601.2017313962756,1611.5013952120576,-0.1,1611.5013952120576,-0.1
Gold is gaining value as market volatility improves,positive,1,2021-04-30,1612.8968204831233,1612.2625433786864,-0.1,1612.2625433786864,-0.1
Gold remains unchanged in light of central bank policies,neutral,0,2021-05-01,1606.276143408472,1611.5423938709916,-0.1,1611.5423938709916,-0.1
Gold demand is decreasing amid strong dollar,negative,-1,2021-05-02,1605.4801587698753,1611.1658894061638,-0.1,1611.1658894061638,-0.1
Strong buying interest pushes gold higher due to strong dollar,positive,1,2021-05-03,1599.7295293675852,1609.8675365688364,0.0,1609.8675365688364,0.0
Gold remains unchanged in light of strong dollar,neutral,0,2021-05-04,1602.770721153376,1608.322997699481,-0.1,1608.322997699481,-0.1
Investors are worried about gold due to strong dollar,negative,-1,2021-05-05,1610.2419877129296,1607.7038161550054,-0.3,1607.7038161550054,-0.3
Gold is trading sideways due to strong dollar,neutral,0,2021-05-06,1603.5392473428894,1606.0462317853512,-0.3,1606.0462317853512,-0.3
Gold is gaining value as market volatility improves,positive,1,2021-05-07,1608.9310511466367,1606.2800438597576,-0.1,1606.2800438597576,-0.1
Investors are worried about gold due to weak currency,negative,-1,2021-05-08,1607.961423374859,1605.9028814156022,-0.1,1605.9028814156022,-0.1
Gold prices are falling because of market volatility,negative,-1,2021-05-09,1613.2340475974172,1607.1061130357164,-0.1,1607.1061130357164,-0.1
Gold prices are falling because of geopolitical risks,negative,-1,2021-05-10,1604.5872192593115,1606.2751529133352,-0.3,1606.2751529133352,-0.3
Gold prices are rising due to inflation,positive,1,2021-05-11,1606.5220804451285,1606.299746617001,-0.2,1606.299746617001,-0.2
Gold prices remain stable despite stock market fluctuations,neutral,0,2021-05-12,1610.3327581899837,1606.7850065590117,-0.1,1606.7850065590117,-0.1
Gold is gaining value as stock market fluctuations improves,positive,1,2021-05-13,1617.9697969912206,1608.6090333213754,-0.1,1608.6090333213754,-0.1
Selling pressure reduces gold value because of strong dollar,negative,-1,2021-05-14,1609.9755764089325,1609.3295188469308,-0.2,1609.3295188469308,-0.2
Gold market weakens as inflation declines,negative,-1,2021-05-15,1612.5799752351284,1609.5633175991509,-0.2,1609.5633175991509,-0.2
Gold prices are falling because of inflation,negative,-1,2021-05-16,1606.9469796250432,1609.904090827366,-0.3,1609.904090827366,-0.3
Gold market shows little change amid economic uncertainty,neutral,0,2021-05-17,1611.3703857467403,1610.1480242873763,-0.4,1610.1480242873763,-0.4
Gold market shows little change amid weak currency,neutral,0,2021-05-18,1613.240415559026,1610.6759235057932,-0.3,1610.6759235057932,-0.3
Gold market shows little change amid interest rate changes,neutral,0,2021-05-19,1618.9475151751672,1611.2472702635682,-0.2,1611.2472702635682,-0.2
Gold remains unchanged in light of market volatility,neutral,0,2021-05-20,1614.693716542624,1612.2579199918996,-0.1,1612.2579199918996,-0.1
Gold demand is decreasing amid strong dollar,negative,-1,2021-05-21,1610.096408074546,1612.615352754841,-0.3,1612.615352754841,-0.3
No major movement in gold prices because of inflation,neutral,0,2021-05-22,1607.8563265991022,1612.367709595753,-0.3,1612.367709595753,-0.3
Gold demand is increasing amid market volatility,positive,1,2021-05-23,1600.0598725911218,1610.5767171557432,-0.3,1610.5767171557432,-0.3
Gold remains unchanged in light of interest rate changes,neutral,0,2021-05-24,1603.9534677718905,1609.974506292039,-0.2,1609.974506292039,-0.2
Investors are worried about gold due to strong dollar,negative,-1,2021-05-25,1605.3964171812702,1609.256150486653,-0.2,1609.256150486653,-0.2
Gold prices are falling because of market volatility,negative,-1,2021-05-26,1599.3695113384151,1608.4984036579904,-0.2,1608.4984036579904,-0.2
Gold is trading sideways due to market volatility,neutral,0,2021-05-27,1595.9597615361276,1606.957341236929,-0.2,1606.957341236929,-0.2
Gold prices are falling because of weak currency,negative,-1,2021-05-28,1597.533471936759,1605.3866468747024,-0.3,1605.3866468747024,-0.3
Gold remains unchanged in light of central bank policies,neutral,0,2021-05-29,1602.365936354132,1603.7284889925988,-0.3,1603.7284889925988,-0.3
Selling pressure reduces gold value because of inflation,negative,-1,2021-05-30,1601.746621073202,1602.4337794456565,-0.4,1602.4337794456565,-0.4
Gold prices remain stable despite global tensions,neutral,0,2021-05-31,1601.7145036157017,1601.5955889997722,-0.3,1601.5955889997722,-0.3
Gold remains unchanged in light of market volatility,neutral,0,2021-06-01,1601.5862765954714,1600.9685839994092,-0.3,1600.9685839994092,-0.3
Gold is trading sideways due to economic uncertainty,neutral,0,2021-06-02,1608.0414936394782,1601.766746104245,-0.4,1601.766746104245,-0.4
Gold market shows little change amid central bank policies,neutral,0,2021-06-03,1602.22910839185,1601.5943101662408,-0.4,1601.5943101662408,-0.4
Gold prices remain stable despite weak currency,neutral,0,2021-06-04,1611.939036425974,1602.2485720907111,-0.3,1602.2485720907111,-0.3
Gold remains unchanged in light of interest rate changes,neutral,0,2021-06-05,1611.4324888967767,1603.4548698465474,-0.2,1603.4548698465474,-0.2
Gold market weakens as strong dollar declines,negative,-1,2021-06-06,1612.0810211771802,1605.0669958106523,-0.3,1605.0669958106523,-0.3
Gold prices are falling because of market volatility,negative,-1,2021-06-07,1602.8370185476797,1605.5973504717444,-0.3,1605.5973504717444,-0.3
Selling pressure reduces gold value because of geopolitical risks,negative,-1,2021-06-08,1602.1380983581569,1605.574566672147,-0.4,1605.574566672147,-0.4
No major movement in gold prices because of investor sentiment,neutral,0,2021-06-09,1600.1941705389977,1605.4193216187266,-0.3,1605.4193216187266,-0.3
Gold demand is decreasing amid global tensions,negative,-1,2021-06-10,1594.0958470492276,1604.6574559620792,-0.4,1604.6574559620792,-0.4
Gold prices are falling because of inflation,negative,-1,2021-06-11,1597.2410300544827,1604.2229313079802,-0.5,1604.2229313079802,-0.5
Investors are worried about gold due to central bank policies,negative,-1,2021-06-12,1599.6810878187978,1603.3868907259125,-0.6,1603.3868907259125,-0.6
Gold prices are falling because of geopolitical risks,negative,-1,2021-06-13,1607.2283439356258,1603.88681428029,-0.7,1603.88681428029,-0.7
Selling pressure reduces gold value because of stock market fluctuations,negative,-1,2021-06-14,1605.9534519309004,1603.2882558307824,-0.8,1603.2882558307824,-0.8
Gold is gaining value as weak currency improves,positive,1,2021-06-15,1608.935068220591,1603.038513763164,-0.7,1603.038513763164,-0.7
Gold prices remain stable despite inflation,neutral,0,2021-06-16,1609.2358309733804,1602.753994742784,-0.6,1602.753994742784,-0.6
Gold prices are rising due to weak currency,positive,1,2021-06-17,1613.3556900150838,1603.8058618895243,-0.4,1603.8058618895243,-0.4
Gold prices remain stable despite economic uncertainty,neutral,0,2021-06-18,1618.7390991862617,1605.4659619723348,-0.3,1605.4659619723348,-0.3
Gold prices remain stable despite market volatility,neutral,0,2021-06-19,1612.2126049587257,1606.6678054143076,-0.3,1606.6678054143076,-0.3
Investors are worried about gold due to stock market fluctuations,negative,-1,2021-06-20,1607.3709154779351,1607.9953122571785,-0.3,1607.9953122571785,-0.3
Gold is gaining value as inflation improves,positive,1,2021-06-21,1604.7446330342736,1608.7456725551574,-0.1,1608.7456725551574,-0.1
Gold is gaining value as economic uncertainty improves,positive,1,2021-06-22,1607.078414821905,1609.485405255468,0.1,1609.485405255468,0.1
Gold is gaining value as stock market fluctuations improves,positive,1,2021-06-23,1598.104608636074,1608.5730317255131,0.3,1608.5730317255131,0.3
Gold is gaining value as market volatility improves,positive,1,2021-06-24,1600.0307330271712,1607.9807598351404,0.5,1607.9807598351404,0.5
Gold is trading sideways due to central bank policies,neutral,0,2021-06-25,1607.517693645637,1607.8390223776448,0.4,1607.8390223776448,0.4
Gold demand is increasing amid inflation,positive,1,2021-06-26,1614.574719102573,1608.372911190564,0.5,1608.372911190564,0.5
Investors are optimistic about gold because of stock market fluctuations,positive,1,2021-06-27,1621.3344887827438,1609.17079106733,0.5,1609.17079106733,0.5
Investors are optimistic about gold because of strong dollar,positive,1,2021-06-28,1616.8223668253509,1608.9791178312391,0.6,1608.9791178312391,0.6
Investors are worried about gold due to stock market fluctuations,negative,-1,2021-06-29,1622.6694242289027,1610.024799758257,0.5,1610.024799758257,0.5
Strong buying interest pushes gold higher due to economic uncertainty,positive,1,2021-06-30,1625.0687833425636,1611.7945865447196,0.7,1611.7945865447196,0.7
Gold prices are falling because of strong dollar,negative,-1,2021-07-01,1617.214930805031,1613.0416163217951,0.5,1613.0416163217951,0.5
Strong buying interest pushes gold higher due to strong dollar,positive,1,2021-07-02,1619.5001920613315,1614.283794045738,0.5,1614.283794045738,0.5
Gold remains unchanged in light of interest rate changes,neutral,0,2021-07-03,1621.7197108053797,1616.6453042626686,0.4,1616.6453042626686,0.4
Investors are optimistic about gold because of stock market fluctuations,positive,1,2021-07-04,1619.4284756948264,1618.585078529434,0.4,1618.585078529434,0.4
Gold remains unchanged in light of geopolitical risks,neutral,0,2021-07-05,1617.0812148788907,1619.5414306527591,0.4,1619.5414306527591,0.4
Gold prices remain stable despite market volatility,neutral,0,2021-07-06,1610.3707046052746,1619.1210292030296,0.3,1619.1210292030296,0.3
Gold market weakens as stock market fluctuations declines,negative,-1,2021-07-07,1619.292916973214,1618.9168720220764,0.1,1618.9168720220764,0.1
Gold is gaining value as market volatility improves,positive,1,2021-07-08,1615.5358306218343,1618.7882184017249,0.1,1618.7882184017249,0.1
Gold prices remain stable despite inflation,neutral,0,2021-07-09,1621.8922565755693,1618.7105016363914,0.2,1618.7105016363914,0.2
Gold remains unchanged in light of strong dollar,neutral,0,2021-07-10,1621.119857016019,1618.3156090037369,0.1,1618.3156090037369,0.1
Gold remains unchanged in light of market volatility,neutral,0,2021-07-11,1619.70984281254,1618.565100204488,0.2,1618.565100204488,0.2
Selling pressure reduces gold value because of market volatility,negative,-1,2021-07-12,1616.8571717694267,1618.3007981752974,0.0,1618.3007981752974,0.0
Gold is gaining value as investor sentiment improves,positive,1,2021-07-13,1617.488022276201,1617.8776293223796,0.1,1617.8776293223796,0.1
Strong buying interest pushes gold higher due to investor sentiment,positive,1,2021-07-14,1615.7225977091462,1617.5070415238115,0.1,1617.5070415238115,0.1
Gold remains unchanged in light of global tensions,neutral,0,2021-07-15,1618.2900899860422,1617.627929034527,0.1,1617.627929034527,0.1
No major movement in gold prices because of geopolitical risks,neutral,0,2021-07-16,1625.5046070223266,1619.1413192762318,0.1,1619.1413192762318,0.1
Gold is gaining value as strong dollar improves,positive,1,2021-07-17,1622.554962761811,1619.4675238550917,0.3,1619.4675238550917,0.3
No major movement in gold prices because of inflation,neutral,0,2021-07-18,1623.1285744343288,1620.2267982363412,0.2,1620.2267982363412,0.2
Strong buying interest pushes gold higher due to weak currency,positive,1,2021-07-19,1612.446682995241,1619.282240878308,0.3,1619.282240878308,0.3
Gold prices remain stable despite strong dollar,neutral,0,2021-07-20,1615.025806159793,1618.6728357926856,0.3,1618.6728357926856,0.3
Strong buying interest pushes gold higher due to weak currency,positive,1,2021-07-21,1614.6752722118931,1618.1693787326208,0.4,1618.1693787326208,0.4
No major movement in gold prices because of geopolitical risks,neutral,0,2021-07-22,1610.421337638101,1617.5257953194882,0.5,1617.5257953194882,0.5
Gold is trading sideways due to inflation,neutral,0,2021-07-23,1612.8319154324472,1617.060184635113,0.4,1617.060184635113,0.4
Gold market weakens as central bank policies declines,negative,-1,2021-07-24,1603.260327541486,1615.813957618347,0.2,1615.813957618347,0.2
Selling pressure reduces gold value because of central bank policies,negative,-1,2021-07-25,1610.9082986432643,1615.0757784840694,0.1,1615.0757784840694,0.1
Gold prices are rising due to stock market fluctuations,positive,1,2021-07-26,1612.284397443997,1613.7537575262363,0.2,1613.7537575262363,0.2
No major movement in gold prices because of investor sentiment,neutral,0,2021-07-27,1618.875933255163,1613.3858545755716,0.1,1613.3858545755716,0.1
Gold demand is decreasing amid interest rate changes,negative,-1,2021-07-28,1618.030111757432,1612.876008307882,0.0,1612.876008307882,0.0
Gold market weakens as central bank policies declines,negative,-1,2021-07-29,1617.6522175588502,1613.396561764243,-0.2,1613.396561764243,-0.2
Gold demand is decreasing amid weak currency,negative,-1,2021-07-30,1617.4441726909354,1613.638398417357,-0.3,1613.638398417357,-0.3
Gold demand is increasing amid central bank policies,positive,1,2021-07-31,1616.2945203901022,1613.800323235178,-0.3,1613.800323235178,-0.3
Strong buying interest pushes gold higher due to interest rate changes,positive,1,2021-08-01,1620.262239698388,1614.7844134412069,-0.2,1614.7844134412069,-0.2
Investors are optimistic about gold because of stock market fluctuations,positive,1,2021-08-02,1613.6552140473177,1614.8667433026935,-0.1,1614.8667433026935,-0.1
Strong buying interest pushes gold higher due to economic uncertainty,positive,1,2021-08-03,1621.450921634102,1616.6858027119551,0.1,1616.6858027119551,0.1
Gold is gaining value as interest rate changes improves,positive,1,2021-08-04,1620.9357885781744,1617.6885517054463,0.3,1617.6885517054463,0.3
Gold demand is decreasing amid weak currency,negative,-1,2021-08-05,1623.3271008870065,1618.792822049747,0.1,1618.792822049747,0.1
No major movement in gold prices because of strong dollar,neutral,0,2021-08-06,1637.2640406664627,1620.631632790877,0.1,1620.631632790877,0.1
Gold remains unchanged in light of investor sentiment,neutral,0,2021-08-07,1637.276985364391,1622.556320151573,0.2,1622.556320151573,0.2
Gold demand is increasing amid economic uncertainty,positive,1,2021-08-08,1640.934204402928,1624.8845188359803,0.4,1624.8845188359803,0.4
Investors are optimistic about gold because of stock market fluctuations,positive,1,2021-08-09,1640.2577979720252,1627.1658813640895,0.6,1627.1658813640895,0.6
Gold remains unchanged in light of market volatility,neutral,0,2021-08-10,1641.5370739110094,1629.6901367161804,0.5,1629.6901367161804,0.5
Selling pressure reduces gold value because of investor sentiment,negative,-1,2021-08-11,1643.321835318621,1631.9960962782038,0.3,1631.9960962782038,0.3
Investors are optimistic about gold because of global tensions,positive,1,2021-08-12,1640.8048257028777,1634.7110574437595,0.3,1634.7110574437595,0.3
Gold is gaining value as strong dollar improves,positive,1,2021-08-13,1640.5649659675607,1636.6224618771057,0.3,1636.6224618771057,0.3
Investors are worried about gold due to weak currency,negative,-1,2021-08-14,1647.0075718491014,1639.2296402041982,0.1,1639.2296402041982,0.1
Strong buying interest pushes gold higher due to stock market fluctuations,positive,1,2021-08-15,1654.6565539561468,1642.3625855111125,0.3,1642.3625855111125,0.3
Gold is trading sideways due to central bank policies,neutral,0,2021-08-16,1654.489557377729,1644.0851371822391,0.3,1644.0851371822391,0.3
Strong buying interest pushes gold higher due to weak currency,positive,1,2021-08-17,1650.411995320433,1645.3986381778432,0.4,1645.3986381778432,0.4
Gold remains unchanged in light of interest rate changes,neutral,0,2021-08-18,1645.162988275899,1645.8215165651404,0.3,1645.8215165651404,0.3
Gold prices are rising due to weak currency,positive,1,2021-08-19,1640.3172827890114,1645.8274650468388,0.3,1645.8274650468388,0.3
Strong buying interest pushes gold higher due to market volatility,positive,1,2021-08-20,1637.884833248852,1645.462240980623,0.4,1645.462240980623,0.4
Gold prices are falling because of weak currency,negative,-1,2021-08-21,1631.586896179649,1644.288747066726,0.4,1644.288747066726,0.4
Gold is gaining value as strong dollar improves,positive,1,2021-08-22,1624.8196307273877,1642.6902275691768,0.4,1642.6902275691768,0.4
Strong buying interest pushes gold higher due to central bank policies,positive,1,2021-08-23,1628.050289457911,1641.4387599182123,0.4,1641.4387599182123,0.4
Gold remains unchanged in light of global tensions,neutral,0,2021-08-24,1631.780231333682,1639.9160258666702,0.5,1639.9160258666702,0.5
Strong buying interest pushes gold higher due to strong dollar,positive,1,2021-08-25,1636.396802663351,1638.0900507373906,0.5,1638.0900507373906,0.5
Gold prices remain stable despite central bank policies,neutral,0,2021-08-26,1636.5916758289716,1636.300262582515,0.5,1636.300262582515,0.5
Strong buying interest pushes gold higher due to strong dollar,positive,1,2021-08-27,1644.7520780815469,1635.734270858626,0.5,1635.734270858626,0.5
Selling pressure reduces gold value because of global tensions,negative,-1,2021-08-28,1646.2638067596206,1635.8443527069985,0.4,1635.8443527069985,0.4
Gold remains unchanged in light of central bank policies,neutral,0,2021-08-29,1650.4447340790118,1636.8570978359985,0.3,1636.8570978359985,0.3
Gold is trading sideways due to central bank policies,neutral,0,2021-08-30,1644.837628593442,1637.5523773704574,0.2,1637.5523773704574,0.2
Selling pressure reduces gold value because of inflation,negative,-1,2021-08-31,1647.339576103703,1639.1276453628627,0.2,1639.1276453628627,0.2
Gold market shows little change amid stock market fluctuations,neutral,0,2021-09-01,1647.501626823068,1641.395844972431,0.1,1641.395844972431,0.1
Gold prices are rising due to central bank policies,positive,1,2021-09-02,1650.0249442933025,1643.59331045597,0.1,1643.59331045597,0.1
Investors are optimistic about gold because of investor sentiment,positive,1,2021-09-03,1648.5762130392056,1645.2729086265222,0.2,1645.2729086265222,0.2
Gold market shows little change amid central bank policies,neutral,0,2021-09-04,1647.1443148284982,1646.347659843037,0.1,1646.347659843037,0.1
Gold is gaining value as strong dollar improves,positive,1,2021-09-05,1646.8964078488834,1647.378133045028,0.2,1647.378133045028,0.2
No major movement in gold prices because of global tensions,neutral,0,2021-09-06,1651.2994544486305,1648.0328706817368,0.1,1648.0328706817368,0.1
Selling pressure reduces gold value because of global tensions,negative,-1,2021-09-07,1646.5325282942265,1648.059742835197,0.1,1648.059742835197,0.1
Strong buying interest pushes gold higher due to economic uncertainty,positive,1,2021-09-08,1649.0357296560128,1647.9188423928972,0.2,1647.9188423928972,0.2
Gold prices are falling because of stock market fluctuations,negative,-1,2021-09-09,1648.8682336018112,1648.3219028937342,0.1,1648.3219028937342,0.1
No major movement in gold prices because of market volatility,neutral,0,2021-09-10,1650.4457121836642,1648.6325165017304,0.2,1648.6325165017304,0.2
Gold prices are falling because of investor sentiment,negative,-1,2021-09-11,1633.5028436616196,1647.2326381855855,0.1,1647.2326381855855,0.1
Gold is trading sideways due to strong dollar,neutral,0,2021-09-12,1627.6328497761983,1644.9934287338751,0.0,1644.9934287338751,0.0
Gold prices remain stable despite investor sentiment,neutral,0,2021-09-13,1623.4171767181865,1642.4775251017732,-0.1,1642.4775251017732,-0.1
Gold is trading sideways due to investor sentiment,neutral,0,2021-09-14,1616.7144828788178,1639.434541906805,-0.1,1639.434541906805,-0.1
No major movement in gold prices because of investor sentiment,neutral,0,2021-09-15,1616.5396391312718,1636.398865035044,-0.2,1636.398865035044,-0.2
Gold remains unchanged in light of stock market fluctuations,neutral,0,2021-09-16,1612.5531707371028,1632.524236663891,-0.2,1632.524236663891,-0.2
Gold prices remain stable despite inflation,neutral,0,2021-09-17,1617.7250893609762,1629.643492770566,-0.1,1629.643492770566,-0.1
Gold demand is decreasing amid central bank policies,negative,-1,2021-09-18,1622.423332352591,1626.982253040224,-0.3,1626.982253040224,-0.3
No major movement in gold prices because of stock market fluctuations,neutral,0,2021-09-19,1621.3699629544124,1624.232425975484,-0.2,1624.232425975484,-0.2
Gold remains unchanged in light of market volatility,neutral,0,2021-09-20,1625.001253809481,1621.687980138066,-0.2,1621.687980138066,-0.2
Strong buying interest pushes gold higher due to global tensions,positive,1,2021-09-21,1620.9418456950696,1620.4318803414108,0.0,1620.4318803414108,0.0
Gold prices are falling because of global tensions,negative,-1,2021-09-22,1617.9551643640011,1619.4641118001912,-0.1,1619.4641118001912,-0.1
Gold market weakens as interest rate changes declines,negative,-1,2021-09-23,1620.515622912111,1619.1739564195836,-0.2,1619.1739564195836,-0.2
Gold prices are rising due to central bank policies,positive,1,2021-09-24,1626.919667709166,1620.1944749026184,-0.1,1620.1944749026184,-0.1
Gold demand is increasing amid inflation,positive,1,2021-09-25,1613.1093614566855,1619.8514471351598,0.0,1619.8514471351598,0.0
Gold demand is increasing amid global tensions,positive,1,2021-09-26,1618.174271631983,1620.4135572246475,0.1,1620.4135572246475,0.1
Gold demand is decreasing amid weak currency,negative,-1,2021-09-27,1615.1815299796726,1620.1592012865174,0.0,1620.1592012865174,0.0
Gold prices remain stable despite strong dollar,neutral,0,2021-09-28,1615.1818667761845,1619.4350547288766,0.1,1619.4350547288766,0.1
Gold prices remain stable despite market volatility,neutral,0,2021-09-29,1618.286506511164,1619.1267090845515,0.1,1619.1267090845515,0.1
Gold demand is increasing amid central bank policies,positive,1,2021-09-30,1618.103255360077,1618.4369092396114,0.2,1618.4369092396114,0.2
Gold market shows little change amid inflation,neutral,0,2021-10-01,1617.145432179265,1618.057267888031,0.1,1618.057267888031,0.1
